Country,Year,Emissions,GDP_per_capita,Renewable_Share,Energy_per_capita,Population,Emissions_per_GDP,Emissions_per_capita,Global_Temperature
Saudi Arabia,1996,308.17980083483,30888.881,0.0,60202.79,13831009.0,0.37396491085655,16.108417533461,0.3283
Saudi Arabia,1997,314.02090171724,31447.027,0.0,59696.375,14374943.0,0.3768928655162,16.099012675993,0.4633
Saudi Arabia,1998,330.01618492699,31874.812,0.0,61183.16,14922185.0,0.38495264518715,16.598324399708,0.605
Saudi Arabia,1999,331.26816243605,31318.053,0.0,60706.832,15472075.0,0.40152337666125,16.323131622684,0.38
Saudi Arabia,2000,350.22151150701,32700.131,0.0,61950.85,16177722.0,0.40188845789764,16.866521456214,0.3917
Saudi Arabia,2001,362.37566667467,32712.84,0.0,64399.926,17041397.0,0.42093217136034,17.010067152482,0.5325
Saudi Arabia,2002,380.24958166766,32167.707,0.0,65480.074,17910910.0,0.45450775090135,17.358001200676,0.6267
Saudi Arabia,2003,407.28940908462,34787.183,0.0,67781.14,18786767.0,0.43762952256021,18.056489913489,0.6167
Saudi Arabia,2004,429.6645628464,37835.619,0.0,71949.19,19669480.0,0.4276380344128,18.496982763729,0.5325
Saudi Arabia,2005,457.06392516727,40308.352,0.0,74232.79,20559890.0,0.43089101779453,19.119453736406,0.675
Saudi Arabia,2006,480.73675026334,41855.019,0.0,74860.33,21459144.0,0.44091379638114,19.559397936491,0.6375
Saudi Arabia,2007,502.46681849011,42842.075,0.0,73638.34,22368313.0,0.45248578036511,19.89762711602,0.6608
Saudi Arabia,2008,538.81705469127,45231.6,8.0401885e-05,77575.414,23287877.0,0.45667890534414,20.771026905631,0.5433
Saudi Arabia,2009,558.38244028736,43899.458,7.712719e-05,77417.27,24217654.0,0.48321232880639,20.943399293604,0.655
Saudi Arabia,2010,603.14517854007,44338.597,0.000463029,83337.16,23978487.0,0.49690736923851,21.991970251992,0.7233
Saudi Arabia,2011,634.09335080778,47999.712,0.0005816572,84816.25,25091867.0,0.47066099203594,22.455320874449,0.6058
Saudi Arabia,2012,669.54919770612,49416.971,0.0025898875,88062.086,26168861.0,0.47147661107403,23.019321664423,0.6433
Saudi Arabia,2013,678.18587208624,48817.433,0.00423848,86753.6,27624004.0,0.46575250670149,22.648094709911,0.6733
Saudi Arabia,2014,720.93361053924,50312.646,0.004239704,91258.06,28309273.0,0.47693214259309,23.424656003474,0.7458
Saudi Arabia,2015,752.73404163125,50386.795,0.0040422482,93332.54,29816382.0,0.47648467667196,23.853080341828,0.8975
Saudi Arabia,2016,757.29251768446,49919.184,0.0038626192,95158.55,30954198.0,0.4705036100561,23.463240691623,1.0133
Saudi Arabia,2017,752.53587973235,51237.778,0.005842626,93054.375,30977355.0,0.46332718878638,22.846903585011,0.92
Saudi Arabia,2018,736.55308882043,56700.065,0.014015297,88573.47,30196281.0,0.4394284656518,21.951050833102,0.8475
Saudi Arabia,2019,738.50464332793,56188.195,0.01887056,82824.38,30063799.0,0.43580874575112,21.631233845764,0.9758
Saudi Arabia,2020,733.06349148116,45434.472,0.019380186,80184.54,31552510.0,0.44866695920967,21.119881723958,1.0092
Saudi Arabia,2021,751.18046526084,55768.27,0.07336859,82945.31,30784383.0,0.4375492340794,21.302227980059,0.8483
Saudi Arabia,2022,786.95522212063,61440.746,0.18877396,86538.4,32175224.0,0.42646247826952,21.98444580737,0.8933
Saudi Arabia,2023,805.15810845823,61932.611,0.46517056,87198.66,33264292.0,0.43964583862053,22.173944767652,1.1692
South Korea,1970,99.677830144596,,,5136.8066,,,,0.0258
South Korea,1971,100.21640547095,,,5443.0474,,,,-0.0808
South Korea,1972,102.33358441778,,,5528.8477,,,,0.0083
South Korea,1973,118.85535446783,,,6703.382,,,,0.16
South Korea,1974,125.25301569356,,,6839.5864,,,,-0.0708
South Korea,1975,133.89714826707,,,7391.927,,,,-0.0133
South Korea,1976,143.49403614134,,,8150.316,,,,-0.0992
South Korea,1977,158.97123540761,,,9255.949,,,,0.1775
South Korea,1978,166.82767766999,,,10251.956,,,,0.0683
South Korea,1979,184.47135940156,,,11689.877,,,,0.1658
South Korea,1980,187.00312293022,2249.499,,11894.838,38123775.0,,,0.2558
South Korea,1981,193.52885385727,2599.872,,12272.544,38723248.0,,,0.3225
South Korea,1982,192.75756421345,2944.837,,12068.728,39326352.0,,,0.1367
South Korea,1983,208.43969962834,3418.714,,12908.779,39910403.0,,,0.3117
South Korea,1984,231.4259627947,3867.828,,13887.152,40405956.0,,,0.155
South Korea,1985,241.89773551339,4260.76,,15137.73,40805744.0,,,0.1158
South Korea,1986,250.85849963752,4790.993,1.3128163,16754.162,41213674.0,,,0.18
South Korea,1987,256.34348347347,5480.16,1.5100771,18311.111,41621690.0,,,0.3192
South Korea,1988,282.38741691868,6291.63,0.677997,20161.307,42031247.0,,,0.3858
South Korea,1989,293.4783691223,6931.893,0.9301871,21626.703,42449038.0,,,0.2717
South Korea,1990,325.07492265372,7824.181,1.2995178,24162.186,42869283.0,0.54618803148264,7.5734260259328,0.445
South Korea,1991,354.74621774005,8872.391,0.85526127,27100.135,43295704.0,0.53805013543885,8.1780026727785,0.4033
South Korea,1992,375.42390859035,9537.466,0.67404026,30416.184,43747962.0,0.53617669281161,8.5608848707364,0.22
South Korea,1993,400.16561912042,10329.527,0.83896816,33184.63,44194628.0,0.53473621303619,9.0248129055633,0.23
South Korea,1994,429.4408346569,11412.555,0.43198675,35601.617,44641540.0,0.52517920224405,9.5801943665806,0.3133
South Korea,1995,463.61796671377,12644.212,0.51026386,38704.72,45092991.0,0.51724484680185,10.234708506548,0.4442
South Korea,1996,493.75819869663,13759.97,0.43619755,42497.312,45524681.0,0.51058283501758,10.79078353782,0.3283
South Korea,1997,522.9140083978,14722.252,0.40268743,46366.664,45953580.0,0.50930517576049,11.317848093856,0.4633
South Korea,1998,449.26479095683,14022.48,0.66056716,42083.44,46286503.0,0.46123129898234,9.6352100039367,0.605
South Korea,1999,488.47676819135,15739.33,0.5941213,45614.86,46616677.0,0.44989815457007,10.38784039924,0.38
South Korea,2000,538.53687943764,17432.121,0.54236543,47970.94,47008111.0,0.45479631361843,11.364822308997,0.3917
South Korea,2001,543.04908276473,18524.335,0.31239682,48840.297,47370164.0,0.43738330002968,11.38162259877,0.5325
South Korea,2002,549.68602509639,20152.219,0.4188234,50816.59,47644736.0,0.41098004029248,11.450647123603,0.6267
South Korea,2003,551.58646786528,21072.419,0.5987888,52214.47,47892330.0,0.39981751022034,11.428291057693,0.6167
South Korea,2004,573.46856880182,22670.69,0.5348952,53221.83,48082519.0,0.39514169318989,11.824557432672,0.5325
South Korea,2005,573.38720855909,24348.952,0.45388284,54823.37,48184561.0,0.3787663240255,11.771810024105,0.675
South Korea,2006,580.65463762884,26277.959,0.45052037,55548.69,48438292.0,0.36438462291781,11.875347937376,0.6375
South Korea,2007,594.76974743712,28422.675,0.50456274,57011.746,48683638.0,0.35278263412863,12.122720197646,0.6608
South Korea,2008,602.70209842316,29614.869,0.52959335,57747.695,49054708.0,0.3470316303511,12.245313769295,0.5433
South Korea,2009,611.80269872673,29887.594,0.5703038,57844.7,49307835.0,0.34950119953762,12.389886808906,0.655
South Korea,2010,663.99919539025,32202.01,0.66277707,62181.16,49554112.0,0.35515175324063,13.399804964062,0.7233
South Korea,2011,693.48440703574,33817.494,0.7799186,64597.434,49936638.0,0.35773742878775,13.94087022548,0.6058
South Korea,2012,698.62961418867,35139.529,0.85641724,64799.957,50199853.0,0.35193623277993,13.985962864552,0.6433
South Korea,2013,695.6804885967,36746.215,1.1068002,64390.82,50428893.0,0.33970008619236,13.866684910751,0.6733
South Korea,2014,691.31892316147,38346.444,1.3296236,64335.42,50746659.0,0.32709526347919,13.720565462656,0.7458
South Korea,2015,709.36044328159,39623.062,1.5059777,64899.633,51014947.0,0.32646092458927,14.020726756407,0.8975
South Korea,2016,726.39148897326,41104.719,1.697326,66408.734,51217803.0,0.32472953462291,14.301325388815,1.0133
South Korea,2017,736.57361055291,43155.911,2.0170283,66893.76,51361911.0,0.31919596915938,14.447662330788,0.92
South Korea,2018,741.1557085513,45511.086,2.5112455,67787.555,51585058.0,0.31210740988045,14.485759659182,0.8475
South Korea,2019,722.1928912986,46511.218,2.9624653,66842.08,51764822.0,0.29744734255111,14.067074607581,0.9758
South Korea,2020,689.10658908698,47881.492,3.6470644,64557.53,51836239.0,0.28584803994611,13.378898471265,1.0092
South Korea,2021,710.52298066201,51880.381,4.069307,67653.84,51769539.0,0.28256796360529,13.751968967852,0.8483
South Korea,2022,668.32490885024,57202.241,4.6026564,68364.16,51672569.0,0.25901889311719,12.897792401147,0.8933
South Korea,2023,653.8461399874,60046.345,4.7778306,66698.02,51712619.0,0.25001539681423,12.583643956647,1.1692
United States,1970,5788.649392841,,4.4008036,90880.0,,,,0.0258
United States,1971,5661.5607375863,,4.614475,91613.02,,,,-0.0808
United States,1972,5930.7828979737,,4.5260477,95080.08,,,,0.0083
United States,1973,6128.9859194947,,4.35476,98110.68,,,,0.16
United States,1974,5949.0547879486,,4.9028654,94814.6,,,,-0.0708
United States,1975,5729.8846947946,,5.0069757,91442.54,,,,-0.0133
United States,1976,6043.495268116,,4.5527077,95543.23,,,,-0.0992
United States,1977,6199.4350974707,,3.549314,96991.73,,,,0.1775
United States,1978,6193.0810690322,,4.3275704,98031.71,,,,0.0683
United States,1979,6258.5926703357,,4.2914057,97904.82,,,,0.1658
United States,1980,6025.7720068268,12552.943,4.4192214,92999.71,227225000.0,,,0.2558
United States,1981,5945.6839677308,13948.701,4.336748,89243.24,229466000.0,,,0.3225
United States,1982,5676.4835103279,14404.994,5.256712,84728.15,231664000.0,,,0.1367
United States,1983,5645.1910636532,15513.679,5.684815,83556.28,233792000.0,,,0.3117
United States,1984,5872.8176836815,17086.441,5.334361,86935.65,235825000.0,,,0.155
United States,1985,5881.1209670876,18199.32,4.7657766,85837.016,237924000.0,,,0.1158
United States,1986,5832.4581109441,19034.766,4.898491,85770.56,240133000.0,,,0.18
United States,1987,5991.3945106091,20000.968,4.2149115,87783.98,242289000.0,,,0.3192
United States,1988,6227.0456077348,21375.999,3.6650505,90861.3,244499000.0,,,0.3858
United States,1989,6291.0605527151,22814.077,4.3017926,92045.09,246819000.0,,,0.2717
United States,1990,6209.2947104306,23847.977,4.7241364,91135.34,249623000.0,0.56030220114575,24.588344787555,0.445
United States,1991,6151.7908661607,24302.776,4.723572,89758.71,252981000.0,0.55571519280703,24.12703546374,0.4033
United States,1992,6249.6824703988,25392.931,4.260531,89793.59,256514000.0,0.54534824551925,24.274948027328,0.22
United States,1993,6372.3573975098,26364.192,4.5701666,90410.414,259919000.0,0.54116122614154,24.5071817485,0.23
United States,1994,6479.2191400226,27674.021,4.2541485,90836.94,263126000.0,0.52892573335515,24.660005406504,0.3133
United States,1995,6543.4297363111,28671.48,4.761651,91633.54,266278000.0,0.52020302281834,24.63093565558,0.4442
United States,1996,6711.3773144735,29946.973,5.017779,93557.016,269394000.0,0.51415689364501,24.967642897306,0.3283
United States,1997,6992.3475141524,31440.087,5.114446,93078.266,272657000.0,0.5128737947031,25.694218408093,0.4633
United States,1998,7038.5344661155,32833.666,4.6955967,92495.01,275854000.0,0.49410990339585,25.544232534846,0.605
United States,1999,7043.7367453454,34496.241,4.583457,93004.266,279040000.0,0.47187951024407,25.258861888972,0.38
United States,2000,7203.3344196784,36312.782,4.0272355,94002.734,282162411.0,0.4636650617008,25.54527904141,0.3917
United States,2001,7118.6222158855,37101.453,3.4206345,90791.71,284968955.0,0.45387534382998,24.990599388051,0.5325
United States,2002,6947.4117148217,37945.761,4.0155954,91199.055,287625193.0,0.43555280881835,24.164321964555,0.6267
United States,2003,7015.2908827187,39405.354,4.179569,90629.31,290107933.0,0.42784741712747,24.188322796172,0.6167
United States,2004,7110.3990221515,41641.617,4.101272,91509.82,292805298.0,0.41758031951046,24.305815706406,0.5325
United States,2005,7123.6333051563,44034.256,4.2188497,90662.73,295516599.0,0.40427444191209,24.137272748015,0.675
United States,2006,7011.7599384122,46216.853,4.6785374,89073.19,298379912.0,0.38714528483961,23.543063379865,0.6375
United States,2007,7106.6267833807,47943.353,4.372536,89404.8,301231207.0,0.38467489555815,23.641866246366,0.6608
United States,2008,6927.6771034867,48470.553,5.004221,86384.33,304093966.0,0.37456306504338,22.835434493964,0.5433
United States,2009,6461.8830576012,47102.428,5.798852,81392.37,306771529.0,0.35861849237685,21.112021383473,0.655
United States,2010,6709.5342928681,48586.288,5.8401756,83402.88,309327143.0,0.36259002267073,21.738959802597,0.7233
United States,2011,6509.5921766002,50008.108,6.8965087,81971.984,311583481.0,0.34636636916256,20.927732675993,0.6058
United States,2012,6268.2529953077,51736.738,6.8864713,79100.78,313877662.0,0.32606113698947,20.004956339725,0.6433
United States,2013,6409.4189264495,53363.904,7.1343727,80559.26,316059947.0,0.32648978830574,20.31273329543,0.6733
United States,2014,6448.3313336273,55263.817,7.2629757,80724.13,318386329.0,0.32038598486039,20.295705744461,0.7458
United States,2015,6328.9979183693,57006.926,7.468629,79318.57,320738994.0,0.30545943058612,19.78250773819,0.8975
United States,2016,6206.2848173014,58179.697,8.28383,78625.45,323071755.0,0.2941843288342,19.263408084086,1.0133
United States,2017,6151.7723767192,60292.978,9.080356,78303.61,325122128.0,0.28460584593934,18.960091650744,0.92
United States,2018,6337.3996990075,63165.278,8.962757,80595.484,326838199.0,0.28474669085836,19.394261315057,0.8475
United States,2019,6212.4567480117,65561.32,9.312867,79500.234,328329953.0,0.27241234483438,18.877504752414,0.9758
United States,2020,5671.6044371377,64461.618,10.519768,73294.336,331526933.0,0.25432573116829,17.112446630192,1.0092
United States,2021,5997.6507451719,71257.958,10.502109,77023.77,332048977.0,0.2542020371666,17.968712442431,0.8483
United States,2022,6046.2157391416,77979.858,11.292717,78347.914,333271411.0,0.25139466311758,17.986659940924,0.8933
United States,2023,5960.8043799939,82715.1,11.655809,77027.836,334914895.0,0.24169770913755,17.608217969757,1.1692
World,1970,24002.751736565,,6.2402315,15469.435,,,,0.0258
World,1971,24048.408216691,,6.2751184,15765.528,,,,-0.0808
World,1972,24971.278726292,,6.231038,16307.7295,,,,0.0083
World,1973,26185.418697978,,5.98148,16919.732,,,,0.16
World,1974,26182.14841976,,6.527657,16691.398,,,,-0.0708
World,1975,26194.503676609,,6.5613737,16501.822,,,,-0.0133
World,1976,27323.85886251,,6.2220235,17077.406,,,,-0.0992
World,1977,27990.648330026,,6.216026,17387.459,,,,0.1775
World,1978,28695.04598176,,6.4746337,17757.373,,,,0.0683
World,1979,29385.106672151,,6.5883255,18028.04,,,,0.1658
World,1980,29094.828435051,,6.8036585,17552.455,4437602155.0,,,0.2558
World,1981,28567.590258327,,6.9859357,17163.963,4516925444.0,,,0.3225
World,1982,28355.747663826,,7.1871624,16770.496,4599538535.0,,,0.1367
World,1983,28582.583511447,,7.3960943,16752.643,4682924030.0,,,0.3117
World,1984,29372.789118096,,7.3479614,17197.037,4766039787.0,,,0.155
World,1985,29672.272666101,,7.309479,17346.605,4850740398.0,,,0.1158
World,1986,30150.598688739,,7.2850266,17415.582,4937711316.0,,,0.18
World,1987,30886.542731225,,7.1429477,17720.008,5027029981.0,,,0.3192
World,1988,31835.618411265,,7.10847,18053.043,5117166674.0,,,0.3858
World,1989,32401.592008859,,6.9876184,18080.6,5207654611.0,,,0.2717
World,1990,32726.22802224,,7.182692,17972.46,5299246388.0,0.54324198245184,6.1403375901112,0.445
World,1991,32778.707299969,,7.301195,17814.373,5388495973.0,0.53928032442687,6.0505354049602,0.4033
World,1992,32691.244712823,,7.2864876,17637.264,5477123965.5,0.5312067657086,5.9405161412798,0.22
World,1993,32754.499601386,,7.6539183,17508.812,5564778620.0,0.52485505262859,5.8628711159098,0.23
World,1994,33105.296608465,,7.6321683,17470.807,5650853176.5,0.51719043510163,5.8397547485787,0.3133
World,1995,33930.453464834,,7.8718243,17595.95,5736505516.0,0.51442815263192,5.9008704674566,0.4442
World,1996,34568.271769684,,7.755703,17848.607,5822614625.5,0.50577868187014,5.929245616774,0.3283
World,1997,34977.180827573,,7.847491,17781.023,5908466556.5,0.49244822911978,5.9192044396781,0.4633
World,1998,35063.25696746,,7.890869,17642.604,5994040063.5,0.48174093547506,5.8562326500928,0.605
World,1999,35288.379018521,,7.8530593,17704.828,6078404337.0,0.46853853681179,5.8180385864385,0.38
World,2000,36175.146339497,,7.8158455,17949.238,6161884825.5,0.45842833238974,5.8884156457861,0.3917
World,2001,36459.505245618,,7.552836,17886.389,6245109995.5,0.4512033423948,5.8599400039078,0.5325
World,2002,36898.841092887,,7.5668545,18029.49,6327526596.0,0.44494953565834,5.856462275773,0.6267
World,2003,38408.489243749,,7.3342075,18425.412,6409664474.0,0.44707277458238,6.0203670668242,0.6167
World,2004,39984.011493845,,7.518,19106.504,6492626975.5,0.44241416862219,6.1897474874498,0.5325
World,2005,41296.884921509,,7.5638204,19498.543,6575644307.5,0.43685193031499,6.314027599123,0.675
World,2006,42471.717655328,,7.705343,19798.291,6659721142.0,0.42701087941298,6.4135262422791,0.6375
World,2007,43748.941012064,,7.7473364,20149.217,6744171461.5,0.41805353859423,6.5250117667261,0.6608
World,2008,44027.325049928,,8.245706,20131.947,6830129091.0,0.40920913896725,6.485858554688,0.5433
World,2009,43604.463517238,,8.564856,19563.13,6916129027.0,0.40829412314519,6.3450667319633,0.655
World,2010,45814.943385457,,8.797048,20249.867,7000671233.0,0.40844561802145,6.5858175911829,0.7233
World,2011,47176.996289592,,8.980997,20458.84,7086201663.5,0.40484425547307,6.6999330228553,0.6058
World,2012,47789.989687533,,9.414955,20490.223,7175816385.0,0.39752252023845,6.7059313113163,0.6433
World,2013,48587.899105875,,9.847355,20591.31,7265314967.0,0.39154137010233,6.7373916584053,0.6733
World,2014,48930.176836513,,10.218171,20560.121,7353910925.5,0.38155160500282,6.7058919824714,0.7458
World,2015,48808.767176475,,10.504495,20471.756,7441471720.5,0.36872366834857,6.6127583782163,0.8975
World,2016,49058.441256192,,10.980251,20444.303,7528523333.5,0.35946198460441,6.5719922186355,1.0133
World,2017,49878.733808628,,11.337292,20691.545,7614113551.5,0.35242915953557,6.6083252442218,0.92
World,2018,51026.627449023,,11.743186,21020.674,7696494847.5,0.34821147579073,6.6874566927326,0.8475
World,2019,51278.347919753,,12.228147,21036.396,7776892015.0,0.34043513580754,6.649376950539,0.9758
World,2020,49327.538885203,,13.404395,20108.234,7856138789.5,0.33748638383442,6.3301379868105,1.0092
World,2021,51568.250032106,,13.469198,20953.705,7921184346.0,0.33167631299944,6.5484881689293,0.8483
World,2022,51968.471600641,,14.119935,21154.355,7989981519.5,0.32357122415802,6.5337700371956,0.8933
World,2023,52962.900858703,,14.562141,21393.71,8061876001.0,0.31972890142866,6.5941334458429,1.1692
